9.023422;-79.53169
9.023418;-79.531688
9.023412;-79.531682
9.023405;-79.531675
9.023398;-79.531669
9.023388;-79.531663
9.02338;-79.531656
9.023371;-79.53165
9.023364;-79.531642
9.023357;-79.531634
9.023349;-79.531627
9.02334;-79.531622
9.023331;-79.531615
9.023323;-79.531606
9.023315;-79.5316
9.023307;-79.531595
9.023299;-79.531588
9.023291;-79.531582
9.023282;-79.531576
9.023276;-79.531568
9.023268;-79.53156
9.023259;-79.531553
9.02325;-79.531546
9.023242;-79.53154
9.023234;-79.531532
9.023226;-79.531524
9.023218;-79.531516
9.023209;-79.531511
9.0232;-79.531506
9.023192;-79.531499
9.023184;-79.531491
9.023178;-79.531484
9.023175;-79.531483
9.023175;-79.531483
9.023174;-79.531483
9.023173;-79.531482
9.02317;-79.531483
9.023164;-79.531487
9.023156;-79.531495
9.023148;-79.531502
9.023141;-79.531512
9.023133;-79.53152
9.023124;-79.531527
9.023115;-79.531534
9.023107;-79.531542
9.023099;-79.531552
9.023091;-79.53156
9.023083;-79.531569
9.023074;-79.531578
9.023064;-79.531587
9.023056;-79.531594
9.023048;-79.531602
9.02304;-79.53161
9.023033;-79.53162
9.023026;-79.531631
9.023017;-79.531639
9.023009;-79.531647
9.023001;-79.531653
9.022995;-79.531661
9.022987;-79.531668
9.02298;-79.531678
9.022972;-79.531684
9.022963;-79.531694
9.022955;-79.531702
9.022947;-79.531709
9.02294;-79.531718
9.022932;-79.531726
9.022924;-79.531734
9.022914;-79.531742
9.022906;-79.531749
9.022899;-79.531754
9.022892;-79.531762
9.022888;-79.531772
9.022881;-79.531781
9.022875;-79.531789
9.02287;-79.531792
9.022867;-79.531793
9.022865;-79.531795
9.022865;-79.531795
9.022865;-79.531796
9.022863;-79.531797
9.022865;-79.5318
9.022873;-79.531803
9.022883;-79.531806
9.022896;-79.531808
9.022908;-79.531809
9.02292;-79.531814
9.02293;-79.531817
9.02294;-79.531821
9.022951;-79.531823
9.022963;-79.531824
9.022975;-79.531825
9.022987;-79.531829
9.022999;-79.531831
9.023011;-79.531833
9.023022;-79.531834
9.023034;-79.531833
9.023046;-79.531833
9.023059;-79.531834
9.02307;-79.531838
9.023081;-79.531841
9.023092;-79.531843
9.023104;-79.531843
9.023116;-79.531844
9.023129;-79.531844
9.023141;-79.531846
9.023151;-79.531848
9.023162;-79.53185
9.023172;-79.53185
9.023181;-79.531849
9.023184;-79.531851
9.023185;-79.531853
9.023185;-79.531853
9.023183;-79.531853
9.023182;-79.531854
9.023182;-79.531855
9.023182;-79.531856
9.023184;-79.531852
9.023193;-79.531847
9.023204;-79.531844
9.023215;-79.531839
9.023224;-79.531831
9.023234;-79.531823
9.023242;-79.531814
9.023252;-79.531806
9.023261;-79.531801
9.023272;-79.531795
9.023283;-79.53179
9.023293;-79.531784
9.023302;-79.531777
9.023312;-79.531769
9.023321;-79.531762
9.023332;-79.531757
9.023342;-79.531752
9.023351;-79.531745
9.02336;-79.531738
9.023368;-79.531729
9.023378;-79.531721
9.023389;-79.531717
9.023399;-79.531713
9.023408;-79.531708
9.023414;-79.531701
;
;
;
;
;
;
;
;
;
;
;
;
