9.023425;-79.531703
9.023425;-79.531704
9.023425;-79.531703
9.023425;-79.531704
9.023425;-79.531704
9.023425;-79.531703
9.023422;-79.531702
9.023418;-79.5317
9.023413;-79.531697
9.023406;-79.531694
9.0234;-79.531689
9.023394;-79.531682
9.023387;-79.531677
9.023379;-79.531672
9.023372;-79.531666
9.023366;-79.53166
9.02336;-79.531656
9.023353;-79.531653
9.023346;-79.531648
9.023339;-79.531645
9.023331;-79.53164
9.023324;-79.531636
9.023316;-79.531632
9.023308;-79.531628
9.023302;-79.531623
9.023296;-79.531618
9.023289;-79.531614
9.023281;-79.531609
9.023273;-79.531604
9.023268;-79.5316
9.023262;-79.531593
9.023256;-79.531587
9.023248;-79.53158
9.02324;-79.531573
9.023233;-79.531565
9.023226;-79.531557
9.023217;-79.531548
9.023211;-79.531542
9.023204;-79.531538
9.023196;-79.531534
9.02319;-79.531531
9.023183;-79.531531
9.023175;-79.531533
9.023167;-79.531536
9.02316;-79.531538
9.023152;-79.53154
9.023144;-79.531543
9.023137;-79.531548
9.02313;-79.531556
9.023123;-79.531563
9.023116;-79.531568
9.023109;-79.531573
9.023101;-79.531579
9.023093;-79.531584
9.023087;-79.531589
9.023081;-79.531596
9.023075;-79.531602
9.023069;-79.531608
9.023062;-79.531614
9.023058;-79.531616
9.023052;-79.531622
9.023047;-79.531627
9.023044;-79.531631
9.02304;-79.531636
9.023034;-79.531639
9.023027;-79.531643
9.023022;-79.531646
9.023017;-79.531652
9.02301;-79.531657
9.023004;-79.531663
9.022999;-79.531668
9.022994;-79.531674
9.022987;-79.53168
9.02298;-79.531685
9.022972;-79.53169
9.022965;-79.531697
9.022959;-79.531705
9.022955;-79.53171
9.022949;-79.531718
9.022943;-79.531725
9.022937;-79.531732
9.022928;-79.53174
9.022921;-79.531746
9.022914;-79.531753
9.02291;-79.531758
9.022905;-79.531763
9.022903;-79.531764
9.022902;-79.531765
9.022901;-79.531766
9.022905;-79.531769
9.02291;-79.531771
9.022916;-79.531774
9.022921;-79.531776
9.022925;-79.531777
9.022931;-79.531778
9.022937;-79.531781
9.022945;-79.531784
9.022953;-79.531788
9.022962;-79.531791
9.02297;-79.531794
9.022979;-79.531797
9.022986;-79.5318
9.022995;-79.531802
9.023004;-79.531805
9.023012;-79.531808
9.023019;-79.531809
9.023027;-79.53181
9.023038;-79.531813
9.023048;-79.531816
9.023057;-79.531819
9.023067;-79.531822
9.023077;-79.531823
9.023088;-79.531825
9.023098;-79.531827
9.023107;-79.53183
9.023117;-79.531831
9.023128;-79.531832
9.02314;-79.531833
9.023152;-79.531832
9.023161;-79.531833
9.02317;-79.531835
9.023176;-79.531838
9.023177;-79.531841
9.023176;-79.531845
9.023176;-79.531847
9.023175;-79.531848
9.023179;-79.531849
9.023183;-79.531845
9.023189;-79.53184
9.023197;-79.531833
9.023203;-79.531826
9.023211;-79.53182
9.023219;-79.531815
9.023228;-79.53181
9.023237;-79.531804
9.023244;-79.531796
9.023254;-79.531791
9.023263;-79.531787
9.023274;-79.53178
9.023284;-79.531773
9.023295;-79.531768
9.023305;-79.53176
9.023315;-79.531753
9.023324;-79.531744
9.023335;-79.531737
9.023346;-79.531734
9.023357;-79.53173
9.023367;-79.531726
9.023376;-79.531721
9.023383;-79.531717
9.02339;-79.531711
9.023399;-79.531708
9.023407;-79.531706
9.023412;-79.531707
