Column1;Column2
9.023413135;-79.53169467
9.023406363;-79.53168973
9.023398462;-79.53168396
9.023391037;-79.53167854
9.023381654;-79.5316717
9.0233731;-79.53166546
9.02336437;-79.53165909
9.023355992;-79.53165298
9.023347615;-79.53164686
9.023339061;-79.53164062
9.023330807;-79.5316346
9.023321601;-79.53162788
9.023312094;-79.53162095
9.023304017;-79.53161505
9.023296415;-79.53160951
9.023287861;-79.53160327
9.023279784;-79.53159737
9.023271053;-79.531591
9.023263329;-79.53158537
9.023254299;-79.53157878
9.023245092;-79.53157206
9.023235886;-79.53156534
9.023227808;-79.53155945
9.023218778;-79.53155286
9.023209748;-79.53154627
9.023200718;-79.53153969
9.023192464;-79.53153366
9.02318421;-79.53152764
9.023175656;-79.5315214
9.023166626;-79.53151481
9.023159378;-79.53150952
9.023156944;-79.53150775
9.023156944;-79.53150775
9.023156291;-79.53150727
