9.023418;-79.531691
9.023425;-79.531687
9.023427;-79.531687
9.023427;-79.531687
9.023427;-79.531687
9.023427;-79.531684
9.02342;-79.53168
9.023408;-79.531675
9.023395;-79.53167
9.023384;-79.531662
9.023374;-79.531652
9.023364;-79.531642
9.023355;-79.531633
9.023345;-79.531624
9.023335;-79.531616
9.023324;-79.531607
9.023313;-79.531599
9.023299;-79.531593
9.023287;-79.531586
9.023274;-79.53158
9.023264;-79.531572
9.023254;-79.531562
9.023245;-79.531553
9.023238;-79.531542
9.023229;-79.531532
9.023218;-79.531523
9.023207;-79.531515
9.023195;-79.53151
9.023182;-79.531506
9.023172;-79.531502
9.023165;-79.531497
9.023164;-79.531495
9.023165;-79.531495
9.023164;-79.531495
9.023163;-79.531495
9.023161;-79.531495
9.023159;-79.531494
9.023151;-79.5315
9.02314;-79.531509
9.023128;-79.531515
9.023118;-79.531526
9.023108;-79.531536
9.023098;-79.531547
9.023089;-79.53156
9.02308;-79.531571
9.023071;-79.53158
9.023062;-79.531589
9.023051;-79.5316
9.023041;-79.531611
9.023028;-79.531621
9.023016;-79.531631
9.023004;-79.53164
9.022995;-79.531647
9.022986;-79.531656
9.022978;-79.531666
9.022969;-79.531677
9.02296;-79.531688
9.022951;-79.531699
9.022942;-79.531713
9.022934;-79.531727
9.022926;-79.531739
9.022917;-79.531751
9.022906;-79.53176
9.022895;-79.531769
9.022883;-79.531775
9.022873;-79.531782
9.022867;-79.531787
9.022864;-79.531789
9.022863;-79.531788
9.022862;-79.531789
9.022863;-79.531789
9.022864;-79.53179
9.022865;-79.531793
9.022871;-79.531794
9.022884;-79.531796
9.022898;-79.531797
9.022912;-79.5318
9.022927;-79.531802
9.022941;-79.531803
9.022956;-79.531806
9.022969;-79.53181
9.022983;-79.531814
9.022996;-79.531819
9.023009;-79.531824
9.023022;-79.531827
9.023035;-79.53183
9.023049;-79.531832
9.023064;-79.531832
9.023079;-79.531831
9.023094;-79.531832
9.023108;-79.531833
9.023121;-79.531834
9.023135;-79.531837
9.023149;-79.531841
9.023161;-79.531845
9.023172;-79.531848
9.023181;-79.531846
9.023187;-79.531846
9.023186;-79.531847
9.023187;-79.531845
9.023188;-79.531843
9.023189;-79.531843
9.023196;-79.531841
9.023204;-79.531834
9.023213;-79.531825
9.023223;-79.531814
9.023235;-79.531806
9.023245;-79.531797
9.023258;-79.531792
9.023271;-79.531787
9.023282;-79.531781
9.023293;-79.531774
9.023302;-79.531765
9.023312;-79.531756
9.023322;-79.531745
9.023333;-79.531738
9.023346;-79.531732
9.023359;-79.531728
9.02337;-79.531723
9.023381;-79.531716
9.023391;-79.531708
9.023401;-79.5317
9.02341;-79.531692
9.02342;-79.531687
9.023426;-79.531685
9.023427;-79.531687
9.023426;-79.531688
9.023427;-79.531688
9.023427;-79.531688
9.023427;-79.531688
9.023427;-79.531688
9.023427;-79.531688
9.023427;-79.531688
9.023428;-79.531688
9.023428;-79.53169
9.023428;-79.531689
9.023429;-79.531686
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
